,author,body,date,helpful,rating,title
65,['Dale D.'],"[""Had watched infomercials and read online about pressure cooker, but couldn't decide. Then just did it! So glad I did. A very versatile cooker. Ordered mine from Amazon along with the information/recipe book as too many folks had complained that the books that came with the cooker itself left much to be desired. So glad I did. Still learning to cook many different items and recipes with the pressure cooker.""]","['on August 14, 2015']",['\n      27 people found this helpful.\n    '],['5.0 out of 5 stars'],['Great to Have.']
66,['Larrita Jackson'],"[""Usually, I am not one to be drawn in by infomercials, but after a night of insomnia, was intrigued after watching. Made the order, it shipped on time and have already had my first chance to use it, making a frozen chicken breast and pasta dish. Wow, the taste, the meat was thoroughly cooked, full of flavor, in less than 45 mins. It is very easy to use, though I am keeping the manual handy, until i'm freestyling and comfortable. Now, I have not had the Power Pressure Cooker XL for a week, yet but I will be sure to post an update. My planned meal is a pot roast and I have NEVER attempted to make pot roast, so i'm feeling confident.""]","['on April 1, 2015']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['It is very easy to use']
67,['C. Moran'],"['Mine arrived damaged, can require up to 15 minutes to get to pressure. Pulled pork ""10 hrs"" not really faster']","['on September 30, 2016']",['\n      3 people found this helpful.\n    '],['3.0 out of 5 stars'],['mine arrived damaged']
68,['sosa'],"[""I wanted to wait three months to use the product so I won't jump the gun this product is the best pressure cooker I have ever used ,talk about convenience fast and reliable I get home from work put the pressure cooker on jump in the shower by time I come out of  the shower the food is ready , fast and one push of a button unbelievable I was waiting for somebody to come out with a pressure cooker that real efficient and doesn't waste all that steam,to me beans were the worst to cook because of the time and the house stinks like beans with this pressure cooker you can Cook them any time you want and the house doesn't stink like beans""]","['on May 23, 2015']",[],['5.0 out of 5 stars'],['wow fast reliable the best pressure cooker I ever had']
69,['James F.'],"['Excellent!  Very satisfied.  I now cook ribs is 40 minutes instead of 3 hours and clean-up is a snap.  I have used regular Pressure Cookers for years, but this on works as good with more options, like ""Slow Cooker, Rice Cooker,"" etc.  James']","['on November 15, 2015']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['Excellent! Very satisfied']
70,['Darryl Terry'],['Love it'],"['on May 17, 2017']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
71,['little car'],"[""My husband loves this.  We always forget to start the rice in time for dinner in the rice cooker & this cooks it so fast!  We've also used it for Chicken and to speed up crock pot favorites.  My mom-in-law has used it to make cheese cake as well.  Easy to use, not as scary as the one my mom used when I was kid & makes cooking at home a lot more convenient!""]","['on July 5, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Easy to use']
72,['JT'],['Had mine for over a year and the neoprene gasket went bad and the steam leaks out around the lid handle  so it will not pressure cook. For $100.00 I would think it would last longer. Very disappointing with the quality as the even the sticker on the lid to release pressure was gone in less than a month. JUNK do not buy'],"['on May 18, 2015']",['\n      3 people found this helpful.\n    '],['1.0 out of 5 stars'],['Wasted $100.00']
73,['BGTG94'],"[""We have been using the power cooker for over a year and can't imagine life without it! The only draw back is that the instructions that come with it leave much to be desired; however, there are several great forums online and many instructional videos available as well. Definitely a keeper!""]","['on January 6, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['there are several great forums online and many instructional videos available as well']
74,['Kindle Customer'],"['Pressure cooker works as promised.  Have used the old stove-top cooker with the jiggle pressure indicator for years without problems.  However, this cooker has more possibilities and releases a stove burner for other uses. Large enough for cooking and canning, but small enough to fit on counter at home or at camp.  Suggest buyer purchase another pressure cookbook as the one included has only a few recipes.']","['on May 7, 2015']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Pressure cooker is good quality and works as promised.']
75,['Valerie J. Langille'],"[""So far I really love this cooker.  I've made pot roast, beef stew, and chicken soup.  It takes a bit of getting used to.  I wish there were more recipes with it.  I like that it can be a slow cooker as well.""]","['on February 21, 2016']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['Love it!']
76,['C. L. Hill'],['We bought the 12 quart model a year ago. We love it but we needed a smaller one to go with it. The 6 quart model is really big enough for most cooking. The huge one is excellent if you plan to can or entertain a large group of hungry people.'],"['on June 16, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['You need this cooker!']
77,['Mark'],"['This is the third one we have ordered. The first two we ordered is an 8 quart size and the last one we ordered is the 6 quart size. They work really good but the 6 quart size did not come with the metal steamer or the metal grate to place the meat on. Who should I contact to have them delivered? Thank you, Mark']","['on March 19, 2017']",['\n      3 people found this helpful.\n    '],['3.0 out of 5 stars'],['They work really good but the 6 quart size did not come with ...']
78,['titanbole'],"[""I like this product because of it versitility, but felt the instruction booklet and the included mini-cook books could have used better general instructions.  Funny, how something like not being able to figure out how to set the timer according to the instructions can have on your opinion of a product.  I have yet to use the canning function, but did cook a roast.  The roast was not as tender as I had hoped, so will try it well-done next time.  It greatly reduces cooking time and power useage, so I'll give it a bunch more tries before I give up on it.""]","['on November 29, 2015']",['\n      One person found this helpful.\n    '],['4.0 out of 5 stars'],['Time and money saver but needs better instructions and recipes!']
